 v-sweep         v(vin)          v(vout)        
 4.81000000e-01  4.81000000e-01  1.47019153e+00 
 4.82000000e-01  4.82000000e-01  1.46992160e+00 
 4.83000000e-01  4.83000000e-01  1.46964981e+00 
 4.84000000e-01  4.84000000e-01  1.46937614e+00 
 4.85000000e-01  4.85000000e-01  1.46910058e+00 
 4.86000000e-01  4.86000000e-01  1.46882312e+00 
 4.87000000e-01  4.87000000e-01  1.46854375e+00 
 4.88000000e-01  4.88000000e-01  1.46826246e+00 
 4.89000000e-01  4.89000000e-01  1.46797923e+00 
 4.90000000e-01  4.90000000e-01  1.46769405e+00 
 4.91000000e-01  4.91000000e-01  1.46740691e+00 
 4.92000000e-01  4.92000000e-01  1.46711779e+00 
 4.93000000e-01  4.93000000e-01  1.46682670e+00 
 4.94000000e-01  4.94000000e-01  1.46653360e+00 
 4.95000000e-01  4.95000000e-01  1.46623849e+00 
 4.96000000e-01  4.96000000e-01  1.46594136e+00 
 4.97000000e-01  4.97000000e-01  1.46564218e+00 
 4.98000000e-01  4.98000000e-01  1.46534096e+00 
 4.99000000e-01  4.99000000e-01  1.46503767e+00 
 5.00000000e-01  5.00000000e-01  1.46473231e+00 
 5.01000000e-01  5.01000000e-01  1.46442485e+00 
 5.02000000e-01  5.02000000e-01  1.46411529e+00 
 5.03000000e-01  5.03000000e-01  1.46380360e+00 
 5.04000000e-01  5.04000000e-01  1.46348979e+00 
 5.05000000e-01  5.05000000e-01  1.46317382e+00 
 5.06000000e-01  5.06000000e-01  1.46285569e+00 
 5.07000000e-01  5.07000000e-01  1.46253538e+00 
 5.08000000e-01  5.08000000e-01  1.46221288e+00 
 5.09000000e-01  5.09000000e-01  1.46188817e+00 
 5.10000000e-01  5.10000000e-01  1.46156124e+00 
 5.11000000e-01  5.11000000e-01  1.46123207e+00 
 5.12000000e-01  5.12000000e-01  1.46090065e+00 
 5.13000000e-01  5.13000000e-01  1.46056696e+00 
 5.14000000e-01  5.14000000e-01  1.46023098e+00 
 5.15000000e-01  5.15000000e-01  1.45989270e+00 
 5.16000000e-01  5.16000000e-01  1.45955210e+00 
 5.17000000e-01  5.17000000e-01  1.45920917e+00 
 5.18000000e-01  5.18000000e-01  1.45886389e+00 
 5.19000000e-01  5.19000000e-01  1.45851624e+00 
 5.20000000e-01  5.20000000e-01  1.45816620e+00 
 5.21000000e-01  5.21000000e-01  1.45781376e+00 
 5.22000000e-01  5.22000000e-01  1.45745891e+00 
 5.23000000e-01  5.23000000e-01  1.45710161e+00 
 5.24000000e-01  5.24000000e-01  1.45674186e+00 
 5.25000000e-01  5.25000000e-01  1.45637964e+00 
 5.26000000e-01  5.26000000e-01  1.45601492e+00 
 5.27000000e-01  5.27000000e-01  1.45564769e+00 
 5.28000000e-01  5.28000000e-01  1.45527794e+00 
 5.29000000e-01  5.29000000e-01  1.45490564e+00 
 5.30000000e-01  5.30000000e-01  1.45453077e+00 
 5.31000000e-01  5.31000000e-01  1.45415331e+00 
 5.32000000e-01  5.32000000e-01  1.45377324e+00 
 5.33000000e-01  5.33000000e-01  1.45339055e+00 
 5.34000000e-01  5.34000000e-01  1.45300521e+00 
 5.35000000e-01  5.35000000e-01  1.45261721e+00 
 5.36000000e-01  5.36000000e-01  1.45222651e+00 
 5.37000000e-01  5.37000000e-01  1.45183311e+00 
 5.38000000e-01  5.38000000e-01  1.45143697e+00 
 5.39000000e-01  5.39000000e-01  1.45103808e+00 
 5.40000000e-01  5.40000000e-01  1.45063642e+00 
 5.41000000e-01  5.41000000e-01  1.45023196e+00 
 5.42000000e-01  5.42000000e-01  1.44982468e+00 
 5.43000000e-01  5.43000000e-01  1.44941456e+00 
 5.44000000e-01  5.44000000e-01  1.44900157e+00 
 5.45000000e-01  5.45000000e-01  1.44858569e+00 
 5.46000000e-01  5.46000000e-01  1.44816690e+00 
 5.47000000e-01  5.47000000e-01  1.44774518e+00 
 5.48000000e-01  5.48000000e-01  1.44732049e+00 
 5.49000000e-01  5.49000000e-01  1.44689282e+00 
 5.50000000e-01  5.50000000e-01  1.44646213e+00 
 5.51000000e-01  5.51000000e-01  1.44602841e+00 
 5.52000000e-01  5.52000000e-01  1.44559162e+00 
 5.53000000e-01  5.53000000e-01  1.44515175e+00 
 5.54000000e-01  5.54000000e-01  1.44470876e+00 
 5.55000000e-01  5.55000000e-01  1.44426262e+00 
 5.56000000e-01  5.56000000e-01  1.44381332e+00 
 5.57000000e-01  5.57000000e-01  1.44336082e+00 
 5.58000000e-01  5.58000000e-01  1.44290509e+00 
 5.59000000e-01  5.59000000e-01  1.44244611e+00 
 5.60000000e-01  5.60000000e-01  1.44198384e+00 
 5.61000000e-01  5.61000000e-01  1.44151826e+00 
 5.62000000e-01  5.62000000e-01  1.44104934e+00 
 5.63000000e-01  5.63000000e-01  1.44057704e+00 
 5.64000000e-01  5.64000000e-01  1.44010133e+00 
 5.65000000e-01  5.65000000e-01  1.43962219e+00 
 5.66000000e-01  5.66000000e-01  1.43913959e+00 
 5.67000000e-01  5.67000000e-01  1.43865348e+00 
 5.68000000e-01  5.68000000e-01  1.43816384e+00 
 5.69000000e-01  5.69000000e-01  1.43767063e+00 
 5.70000000e-01  5.70000000e-01  1.43717382e+00 
 5.71000000e-01  5.71000000e-01  1.43667337e+00 
 5.72000000e-01  5.72000000e-01  1.43616926e+00 
 5.73000000e-01  5.73000000e-01  1.43566143e+00 
 5.74000000e-01  5.74000000e-01  1.43514987e+00 
 5.75000000e-01  5.75000000e-01  1.43463453e+00 
 5.76000000e-01  5.76000000e-01  1.43411537e+00 
 5.77000000e-01  5.77000000e-01  1.43359236e+00 
 5.78000000e-01  5.78000000e-01  1.43306545e+00 
 5.79000000e-01  5.79000000e-01  1.43253461e+00 
 5.80000000e-01  5.80000000e-01  1.43199980e+00 
 5.81000000e-01  5.81000000e-01  1.43146098e+00 
 5.82000000e-01  5.82000000e-01  1.43091810e+00 
 5.83000000e-01  5.83000000e-01  1.43037112e+00 
 5.84000000e-01  5.84000000e-01  1.42982001e+00 
 5.85000000e-01  5.85000000e-01  1.42926472e+00 
 5.86000000e-01  5.86000000e-01  1.42870519e+00 
 5.87000000e-01  5.87000000e-01  1.42814140e+00 
 5.88000000e-01  5.88000000e-01  1.42757329e+00 
 5.89000000e-01  5.89000000e-01  1.42700081e+00 
 5.90000000e-01  5.90000000e-01  1.42642392e+00 
 5.91000000e-01  5.91000000e-01  1.42584257e+00 
 5.92000000e-01  5.92000000e-01  1.42525671e+00 
 5.93000000e-01  5.93000000e-01  1.42466629e+00 
 5.94000000e-01  5.94000000e-01  1.42407125e+00 
 5.95000000e-01  5.95000000e-01  1.42347156e+00 
 5.96000000e-01  5.96000000e-01  1.42286714e+00 
 5.97000000e-01  5.97000000e-01  1.42225796e+00 
 5.98000000e-01  5.98000000e-01  1.42164395e+00 
 5.99000000e-01  5.99000000e-01  1.42102506e+00 
 6.00000000e-01  6.00000000e-01  1.42040122e+00 
 6.01000000e-01  6.01000000e-01  1.41977239e+00 
 6.02000000e-01  6.02000000e-01  1.41913850e+00 
 6.03000000e-01  6.03000000e-01  1.41849949e+00 
 6.04000000e-01  6.04000000e-01  1.41785530e+00 
 6.05000000e-01  6.05000000e-01  1.41720587e+00 
 6.06000000e-01  6.06000000e-01  1.41655112e+00 
 6.07000000e-01  6.07000000e-01  1.41589101e+00 
 6.08000000e-01  6.08000000e-01  1.41522544e+00 
 6.09000000e-01  6.09000000e-01  1.41455437e+00 
 6.10000000e-01  6.10000000e-01  1.41387772e+00 
 6.11000000e-01  6.11000000e-01  1.41319541e+00 
 6.12000000e-01  6.12000000e-01  1.41250737e+00 
 6.13000000e-01  6.13000000e-01  1.41181354e+00 
 6.14000000e-01  6.14000000e-01  1.41111382e+00 
 6.15000000e-01  6.15000000e-01  1.41040815e+00 
 6.16000000e-01  6.16000000e-01  1.40969645e+00 
 6.17000000e-01  6.17000000e-01  1.40897862e+00 
 6.18000000e-01  6.18000000e-01  1.40825460e+00 
 6.19000000e-01  6.19000000e-01  1.40752428e+00 
 6.20000000e-01  6.20000000e-01  1.40678760e+00 
 6.21000000e-01  6.21000000e-01  1.40604445e+00 
 6.22000000e-01  6.22000000e-01  1.40529474e+00 
 6.23000000e-01  6.23000000e-01  1.40453838e+00 
 6.24000000e-01  6.24000000e-01  1.40377528e+00 
 6.25000000e-01  6.25000000e-01  1.40300534e+00 
 6.26000000e-01  6.26000000e-01  1.40222845e+00 
 6.27000000e-01  6.27000000e-01  1.40144451e+00 
 6.28000000e-01  6.28000000e-01  1.40065342e+00 
 6.29000000e-01  6.29000000e-01  1.39985507e+00 
 6.30000000e-01  6.30000000e-01  1.39904935e+00 
 6.31000000e-01  6.31000000e-01  1.39823614e+00 
 6.32000000e-01  6.32000000e-01  1.39741533e+00 
 6.33000000e-01  6.33000000e-01  1.39658679e+00 
 6.34000000e-01  6.34000000e-01  1.39575040e+00 
 6.35000000e-01  6.35000000e-01  1.39490605e+00 
 6.36000000e-01  6.36000000e-01  1.39405358e+00 
 6.37000000e-01  6.37000000e-01  1.39319289e+00 
 6.38000000e-01  6.38000000e-01  1.39232382e+00 
 6.39000000e-01  6.39000000e-01  1.39144623e+00 
 6.40000000e-01  6.40000000e-01  1.39055998e+00 
 6.41000000e-01  6.41000000e-01  1.38966493e+00 
 6.42000000e-01  6.42000000e-01  1.38876091e+00 
 6.43000000e-01  6.43000000e-01  1.38784778e+00 
 6.44000000e-01  6.44000000e-01  1.38692536e+00 
 6.45000000e-01  6.45000000e-01  1.38599349e+00 
 6.46000000e-01  6.46000000e-01  1.38505201e+00 
 6.47000000e-01  6.47000000e-01  1.38410072e+00 
 6.48000000e-01  6.48000000e-01  1.38313945e+00 
 6.49000000e-01  6.49000000e-01  1.38216801e+00 
 6.50000000e-01  6.50000000e-01  1.38118621e+00 
 6.51000000e-01  6.51000000e-01  1.38019384e+00 
 6.52000000e-01  6.52000000e-01  1.37919069e+00 
 6.53000000e-01  6.53000000e-01  1.37817656e+00 
 6.54000000e-01  6.54000000e-01  1.37715121e+00 
 6.55000000e-01  6.55000000e-01  1.37611443e+00 
 6.56000000e-01  6.56000000e-01  1.37506597e+00 
 6.57000000e-01  6.57000000e-01  1.37400559e+00 
 6.58000000e-01  6.58000000e-01  1.37293304e+00 
 6.59000000e-01  6.59000000e-01  1.37184805e+00 
 6.60000000e-01  6.60000000e-01  1.37075035e+00 
 6.61000000e-01  6.61000000e-01  1.36963966e+00 
 6.62000000e-01  6.62000000e-01  1.36851568e+00 
 6.63000000e-01  6.63000000e-01  1.36737812e+00 
 6.64000000e-01  6.64000000e-01  1.36622665e+00 
 6.65000000e-01  6.65000000e-01  1.36506095e+00 
 6.66000000e-01  6.66000000e-01  1.36388068e+00 
 6.67000000e-01  6.67000000e-01  1.36268547e+00 
 6.68000000e-01  6.68000000e-01  1.36147498e+00 
 6.69000000e-01  6.69000000e-01  1.36024880e+00 
 6.70000000e-01  6.70000000e-01  1.35900654e+00 
 6.71000000e-01  6.71000000e-01  1.35774778e+00 
 6.72000000e-01  6.72000000e-01  1.35647209e+00 
 6.73000000e-01  6.73000000e-01  1.35517901e+00 
 6.74000000e-01  6.74000000e-01  1.35386806e+00 
 6.75000000e-01  6.75000000e-01  1.35253875e+00 
 6.76000000e-01  6.76000000e-01  1.35119055e+00 
 6.77000000e-01  6.77000000e-01  1.34982292e+00 
 6.78000000e-01  6.78000000e-01  1.34843529e+00 
 6.79000000e-01  6.79000000e-01  1.34702705e+00 
 6.80000000e-01  6.80000000e-01  1.34559759e+00 
 6.81000000e-01  6.81000000e-01  1.34414622e+00 
 6.82000000e-01  6.82000000e-01  1.34267226e+00 
 6.83000000e-01  6.83000000e-01  1.34117497e+00 
 6.84000000e-01  6.84000000e-01  1.33965357e+00 
 6.85000000e-01  6.85000000e-01  1.33810725e+00 
 6.86000000e-01  6.86000000e-01  1.33653515e+00 
 6.87000000e-01  6.87000000e-01  1.33493634e+00 
 6.88000000e-01  6.88000000e-01  1.33330985e+00 
 6.89000000e-01  6.89000000e-01  1.33165468e+00 
 6.90000000e-01  6.90000000e-01  1.32996971e+00 
 6.91000000e-01  6.91000000e-01  1.32825379e+00 
 6.92000000e-01  6.92000000e-01  1.32650568e+00 
 6.93000000e-01  6.93000000e-01  1.32472407e+00 
 6.94000000e-01  6.94000000e-01  1.32290756e+00 
 6.95000000e-01  6.95000000e-01  1.32105462e+00 
 6.96000000e-01  6.96000000e-01  1.31916366e+00 
 6.97000000e-01  6.97000000e-01  1.31723295e+00 
 6.98000000e-01  6.98000000e-01  1.31526061e+00 
 6.99000000e-01  6.99000000e-01  1.31324465e+00 
 7.00000000e-01  7.00000000e-01  1.31118290e+00 
 7.01000000e-01  7.01000000e-01  1.30907303e+00 
 7.02000000e-01  7.02000000e-01  1.30691249e+00 
 7.03000000e-01  7.03000000e-01  1.30469853e+00 
 7.04000000e-01  7.04000000e-01  1.30242814e+00 
 7.05000000e-01  7.05000000e-01  1.30009806e+00 
 7.06000000e-01  7.06000000e-01  1.29770468e+00 
 7.07000000e-01  7.07000000e-01  1.29524407e+00 
 7.08000000e-01  7.08000000e-01  1.29271189e+00 
 7.09000000e-01  7.09000000e-01  1.29010335e+00 
 7.10000000e-01  7.10000000e-01  1.28741312e+00 
 7.11000000e-01  7.11000000e-01  1.28463531e+00 
 7.12000000e-01  7.12000000e-01  1.28176331e+00 
 7.13000000e-01  7.13000000e-01  1.27878972e+00 
 7.14000000e-01  7.14000000e-01  1.27570620e+00 
 7.15000000e-01  7.15000000e-01  1.27250334e+00 
 7.16000000e-01  7.16000000e-01  1.26917040e+00 
 7.17000000e-01  7.17000000e-01  1.26569515e+00 
 7.18000000e-01  7.18000000e-01  1.26206350e+00 
 7.19000000e-01  7.19000000e-01  1.25825916e+00 
 7.20000000e-01  7.20000000e-01  1.25426317e+00 
 7.21000000e-01  7.21000000e-01  1.25005330e+00 
 7.22000000e-01  7.22000000e-01  1.24560327e+00 
 7.23000000e-01  7.23000000e-01  1.24088175e+00 
 7.24000000e-01  7.24000000e-01  1.23585108e+00 
 7.25000000e-01  7.25000000e-01  1.23046552e+00 
 7.26000000e-01  7.26000000e-01  1.22466892e+00 
 7.27000000e-01  7.27000000e-01  1.21839160e+00 
 7.28000000e-01  7.28000000e-01  1.21154597e+00 
 7.29000000e-01  7.29000000e-01  1.20402061e+00 
 7.30000000e-01  7.30000000e-01  1.19567192e+00 
 7.31000000e-01  7.31000000e-01  1.18631249e+00 
 7.32000000e-01  7.32000000e-01  1.17569519e+00 
 7.33000000e-01  7.33000000e-01  1.16349183e+00 
 7.34000000e-01  7.34000000e-01  1.14799375e+00 
 7.35000000e-01  7.35000000e-01  1.13080742e+00 
 7.36000000e-01  7.36000000e-01  1.11025535e+00 
 7.37000000e-01  7.37000000e-01  1.08560272e+00 
 7.38000000e-01  7.38000000e-01  1.05626133e+00 
 7.39000000e-01  7.39000000e-01  1.02202826e+00 
 7.40000000e-01  7.40000000e-01  9.83230854e-01 
 7.41000000e-01  7.41000000e-01  9.40656927e-01 
 7.42000000e-01  7.42000000e-01  8.95335795e-01 
 7.43000000e-01  7.43000000e-01  8.48999502e-01 
 7.44000000e-01  7.44000000e-01  8.00812506e-01 
 7.45000000e-01  7.45000000e-01  7.52768423e-01 
 7.46000000e-01  7.46000000e-01  7.05579817e-01 
 7.47000000e-01  7.47000000e-01  6.60558201e-01 
 7.48000000e-01  7.48000000e-01  6.16914443e-01 
 7.49000000e-01  7.49000000e-01  5.75623243e-01 
 7.50000000e-01  7.50000000e-01  5.37177866e-01 
 7.51000000e-01  7.51000000e-01  5.02090066e-01 
 7.52000000e-01  7.52000000e-01  4.70830367e-01 
 7.53000000e-01  7.53000000e-01  4.43677101e-01 
 7.54000000e-01  7.54000000e-01  4.20562240e-01 
 7.55000000e-01  7.55000000e-01  4.01070196e-01 
 7.56000000e-01  7.56000000e-01  3.84600435e-01 
 7.57000000e-01  7.57000000e-01  3.70546543e-01 
 7.58000000e-01  7.58000000e-01  3.58391775e-01 
 7.59000000e-01  7.59000000e-01  3.47729976e-01 
 7.60000000e-01  7.60000000e-01  3.38252441e-01 
 7.61000000e-01  7.61000000e-01  3.29726591e-01 
 7.62000000e-01  7.62000000e-01  3.21976530e-01 
 7.63000000e-01  7.63000000e-01  3.14567139e-01 
 7.64000000e-01  7.64000000e-01  3.08064013e-01 
 7.65000000e-01  7.65000000e-01  3.01980292e-01 
 7.66000000e-01  7.66000000e-01  2.96283300e-01 
 7.67000000e-01  7.67000000e-01  2.90920423e-01 
 7.68000000e-01  7.68000000e-01  2.85850427e-01 
 7.69000000e-01  7.69000000e-01  2.81039164e-01 
 7.70000000e-01  7.70000000e-01  2.76458159e-01 
 7.71000000e-01  7.71000000e-01  2.72083447e-01 
 7.72000000e-01  7.72000000e-01  2.67894679e-01 
 7.73000000e-01  7.73000000e-01  2.63874450e-01 
 7.74000000e-01  7.74000000e-01  2.60007754e-01 
 7.75000000e-01  7.75000000e-01  2.56281577e-01 
 7.76000000e-01  7.76000000e-01  2.52684554e-01 
 7.77000000e-01  7.77000000e-01  2.49206709e-01 
 7.78000000e-01  7.78000000e-01  2.45839234e-01 
 7.79000000e-01  7.79000000e-01  2.42574315e-01 
 7.80000000e-01  7.80000000e-01  2.39404990e-01 
 7.81000000e-01  7.81000000e-01  2.36325025e-01 
 7.82000000e-01  7.82000000e-01  2.33328818e-01 
 7.83000000e-01  7.83000000e-01  2.30449163e-01 
 7.84000000e-01  7.84000000e-01  2.27567199e-01 
 7.85000000e-01  7.85000000e-01  2.24794547e-01 
 7.86000000e-01  7.86000000e-01  2.22087308e-01 
 7.87000000e-01  7.87000000e-01  2.19473122e-01 
 7.88000000e-01  7.88000000e-01  2.16886657e-01 
 7.89000000e-01  7.89000000e-01  2.14356932e-01 
 7.90000000e-01  7.90000000e-01  2.11854664e-01 
 7.91000000e-01  7.91000000e-01  2.09432150e-01 
 7.92000000e-01  7.92000000e-01  2.07058344e-01 
 7.93000000e-01  7.93000000e-01  2.04731564e-01 
 7.94000000e-01  7.94000000e-01  2.02471732e-01 
 7.95000000e-01  7.95000000e-01  2.00232291e-01 
 7.96000000e-01  7.96000000e-01  1.98013889e-01 
 7.97000000e-01  7.97000000e-01  1.95856924e-01 
 7.98000000e-01  7.98000000e-01  1.93738016e-01 
 7.99000000e-01  7.99000000e-01  1.91656037e-01 
 8.00000000e-01  8.00000000e-01  1.89609650e-01 
 8.01000000e-01  8.01000000e-01  1.87597605e-01 
 8.02000000e-01  8.02000000e-01  1.85618721e-01 
 8.03000000e-01  8.03000000e-01  1.83671884e-01 
 8.04000000e-01  8.04000000e-01  1.81756044e-01 
 8.05000000e-01  8.05000000e-01  1.79870205e-01 
 8.06000000e-01  8.06000000e-01  1.78013424e-01 
 8.07000000e-01  8.07000000e-01  1.76184809e-01 
 8.08000000e-01  8.08000000e-01  1.74383511e-01 
 8.09000000e-01  8.09000000e-01  1.72608724e-01 
 8.10000000e-01  8.10000000e-01  1.70859681e-01 
 8.11000000e-01  8.11000000e-01  1.69135652e-01 
 8.12000000e-01  8.12000000e-01  1.67435942e-01 
 8.13000000e-01  8.13000000e-01  1.65759887e-01 
 8.14000000e-01  8.14000000e-01  1.64106853e-01 
 8.15000000e-01  8.15000000e-01  1.62476234e-01 
 8.16000000e-01  8.16000000e-01  1.60867452e-01 
 8.17000000e-01  8.17000000e-01  1.59279952e-01 
 8.18000000e-01  8.18000000e-01  1.57713202e-01 
 8.19000000e-01  8.19000000e-01  1.56166694e-01 
 8.20000000e-01  8.20000000e-01  1.54639940e-01 
 8.21000000e-01  8.21000000e-01  1.53132470e-01 
 8.22000000e-01  8.22000000e-01  1.51643835e-01 
 8.23000000e-01  8.23000000e-01  1.50173601e-01 
 8.24000000e-01  8.24000000e-01  1.48721352e-01 
 8.25000000e-01  8.25000000e-01  1.47286689e-01 
 8.26000000e-01  8.26000000e-01  1.45869224e-01 
 8.27000000e-01  8.27000000e-01  1.44468586e-01 
 8.28000000e-01  8.28000000e-01  1.43084417e-01 
 8.29000000e-01  8.29000000e-01  1.41716372e-01 
 8.30000000e-01  8.30000000e-01  1.40364115e-01 
 8.31000000e-01  8.31000000e-01  1.39027327e-01 
 8.32000000e-01  8.32000000e-01  1.37705694e-01 
 8.33000000e-01  8.33000000e-01  1.36398917e-01 
 8.34000000e-01  8.34000000e-01  1.35106705e-01 
 8.35000000e-01  8.35000000e-01  1.33828776e-01 
 8.36000000e-01  8.36000000e-01  1.32564859e-01 
 8.37000000e-01  8.37000000e-01  1.31314689e-01 
 8.38000000e-01  8.38000000e-01  1.30078012e-01 
 8.39000000e-01  8.39000000e-01  1.28854580e-01 
 8.40000000e-01  8.40000000e-01  1.27644152e-01 
 8.41000000e-01  8.41000000e-01  1.26446498e-01 
 8.42000000e-01  8.42000000e-01  1.25261390e-01 
 8.43000000e-01  8.43000000e-01  1.24088611e-01 
 8.44000000e-01  8.44000000e-01  1.22927946e-01 
 8.45000000e-01  8.45000000e-01  1.21779191e-01 
 8.46000000e-01  8.46000000e-01  1.20642145e-01 
 8.47000000e-01  8.47000000e-01  1.19516611e-01 
 8.48000000e-01  8.48000000e-01  1.18402402e-01 
 8.49000000e-01  8.49000000e-01  1.17299333e-01 
 8.50000000e-01  8.50000000e-01  1.16207225e-01 
 8.51000000e-01  8.51000000e-01  1.15125903e-01 
 8.52000000e-01  8.52000000e-01  1.14055197e-01 
 8.53000000e-01  8.53000000e-01  1.12994943e-01 
 8.54000000e-01  8.54000000e-01  1.11944979e-01 
 8.55000000e-01  8.55000000e-01  1.10905149e-01 
 8.56000000e-01  8.56000000e-01  1.09875300e-01 
 8.57000000e-01  8.57000000e-01  1.08855282e-01 
 8.58000000e-01  8.58000000e-01  1.07844952e-01 
 8.59000000e-01  8.59000000e-01  1.06844167e-01 
 8.60000000e-01  8.60000000e-01  1.05852790e-01 
 8.61000000e-01  8.61000000e-01  1.04870685e-01 
 8.62000000e-01  8.62000000e-01  1.03897722e-01 
 8.63000000e-01  8.63000000e-01  1.02933771e-01 
 8.64000000e-01  8.64000000e-01  1.01978709e-01 
 8.65000000e-01  8.65000000e-01  1.01032412e-01 
 8.66000000e-01  8.66000000e-01  1.00094761e-01 
 8.67000000e-01  8.67000000e-01  9.91656391e-02 
 8.68000000e-01  8.68000000e-01  9.82449328e-02 
 8.69000000e-01  8.69000000e-01  9.73325305e-02 
 8.70000000e-01  8.70000000e-01  9.64283231e-02 
 8.71000000e-01  8.71000000e-01  9.55322042e-02 
 8.72000000e-01  8.72000000e-01  9.46440696e-02 
 8.73000000e-01  8.73000000e-01  9.37638175e-02 
 8.74000000e-01  8.74000000e-01  9.28913480e-02 
 8.75000000e-01  8.75000000e-01  9.20265638e-02 
 8.76000000e-01  8.76000000e-01  9.11693693e-02 
 8.77000000e-01  8.77000000e-01  9.03196711e-02 
 8.78000000e-01  8.78000000e-01  8.94773778e-02 
 8.79000000e-01  8.79000000e-01  8.86423998e-02 
 8.80000000e-01  8.80000000e-01  8.78146493e-02 
 8.81000000e-01  8.81000000e-01  8.69940404e-02 
 8.82000000e-01  8.82000000e-01  8.61804890e-02 
 8.83000000e-01  8.83000000e-01  8.53739125e-02 
 8.84000000e-01  8.84000000e-01  8.45742302e-02 
 8.85000000e-01  8.85000000e-01  8.37813627e-02 
 8.86000000e-01  8.86000000e-01  8.29952325e-02 
 8.87000000e-01  8.87000000e-01  8.22157634e-02 
 8.88000000e-01  8.88000000e-01  8.14428806e-02 
 8.89000000e-01  8.89000000e-01  8.06765109e-02 
 8.90000000e-01  8.90000000e-01  7.99165826e-02 
 8.91000000e-01  8.91000000e-01  7.91630251e-02 
 8.92000000e-01  8.92000000e-01  7.84157692e-02 
 8.93000000e-01  8.93000000e-01  7.76747472e-02 
 8.94000000e-01  8.94000000e-01  7.69398923e-02 
 8.95000000e-01  8.95000000e-01  7.62111392e-02 
 8.96000000e-01  8.96000000e-01  7.54884237e-02 
 8.97000000e-01  8.97000000e-01  7.47716828e-02 
 8.98000000e-01  8.98000000e-01  7.40608547e-02 
 8.99000000e-01  8.99000000e-01  7.33558784e-02 
 9.00000000e-01  9.00000000e-01  7.26566944e-02 
 9.01000000e-01  9.01000000e-01  7.19632439e-02 
 9.02000000e-01  9.02000000e-01  7.12754694e-02 
 9.03000000e-01  9.03000000e-01  7.05933141e-02 
 9.04000000e-01  9.04000000e-01  6.99167226e-02 
 9.05000000e-01  9.05000000e-01  6.92456400e-02 
 9.06000000e-01  9.06000000e-01  6.85800127e-02 
 9.07000000e-01  9.07000000e-01  6.79197877e-02 
 9.08000000e-01  9.08000000e-01  6.72649132e-02 
 9.09000000e-01  9.09000000e-01  6.66153379e-02 
 9.10000000e-01  9.10000000e-01  6.59710117e-02 
 9.11000000e-01  9.11000000e-01  6.53318852e-02 
 9.12000000e-01  9.12000000e-01  6.46979096e-02 
 9.13000000e-01  9.13000000e-01  6.40690373e-02 
 9.14000000e-01  9.14000000e-01  6.34452211e-02 
 9.15000000e-01  9.15000000e-01  6.28264147e-02 
 9.16000000e-01  9.16000000e-01  6.22125726e-02 
 9.17000000e-01  9.17000000e-01  6.16036499e-02 
 9.18000000e-01  9.18000000e-01  6.09996026e-02 
 9.19000000e-01  9.19000000e-01  6.04003871e-02 
 9.20000000e-01  9.20000000e-01  5.98059606e-02 
 9.21000000e-01  9.21000000e-01  5.92162811e-02 
 9.22000000e-01  9.22000000e-01  5.86313071e-02 
 9.23000000e-01  9.23000000e-01  5.80509978e-02 
 9.24000000e-01  9.24000000e-01  5.74753128e-02 
 9.25000000e-01  9.25000000e-01  5.69042126e-02 
 9.26000000e-01  9.26000000e-01  5.63376583e-02 
 9.27000000e-01  9.27000000e-01  5.57756112e-02 
 9.28000000e-01  9.28000000e-01  5.52180335e-02 
 9.29000000e-01  9.29000000e-01  5.46648880e-02 
 9.30000000e-01  9.30000000e-01  5.41161378e-02 
 9.31000000e-01  9.31000000e-01  5.35717466e-02 
 9.32000000e-01  9.32000000e-01  5.30316788e-02 
 9.33000000e-01  9.33000000e-01  5.24958990e-02 
 9.34000000e-01  9.34000000e-01  5.19643726e-02 
 9.35000000e-01  9.35000000e-01  5.14370654e-02 
 9.36000000e-01  9.36000000e-01  5.09139435e-02 
 9.37000000e-01  9.37000000e-01  5.03949737e-02 
 9.38000000e-01  9.38000000e-01  4.98801232e-02 
 9.39000000e-01  9.39000000e-01  4.93693596e-02 
 9.40000000e-01  9.40000000e-01  4.88626509e-02 
 9.41000000e-01  9.41000000e-01  4.83599656e-02 
 9.42000000e-01  9.42000000e-01  4.78612727e-02 
 9.43000000e-01  9.43000000e-01  4.73665415e-02 
 9.44000000e-01  9.44000000e-01  4.68757418e-02 
 9.45000000e-01  9.45000000e-01  4.63888436e-02 
 9.46000000e-01  9.46000000e-01  4.59058176e-02 
 9.47000000e-01  9.47000000e-01  4.54266346e-02 
 9.48000000e-01  9.48000000e-01  4.49512660e-02 
 9.49000000e-01  9.49000000e-01  4.44796834e-02 
 9.50000000e-01  9.50000000e-01  4.40118588e-02 
 9.51000000e-01  9.51000000e-01  4.35477647e-02 
 9.52000000e-01  9.52000000e-01  4.30873738e-02 
 9.53000000e-01  9.53000000e-01  4.26306591e-02 
 9.54000000e-01  9.54000000e-01  4.21775941e-02 
 9.55000000e-01  9.55000000e-01  4.17281525e-02 
 9.56000000e-01  9.56000000e-01  4.12823084e-02 
 9.57000000e-01  9.57000000e-01  4.08400362e-02 
 9.58000000e-01  9.58000000e-01  4.04013105e-02 
 9.59000000e-01  9.59000000e-01  3.99661064e-02 
 9.60000000e-01  9.60000000e-01  3.95343992e-02 
 9.61000000e-01  9.61000000e-01  3.91061645e-02 
 9.62000000e-01  9.62000000e-01  3.86813781e-02 
